,City,Var,Period,Phase,D-Type,T-Type,Start,End,Train Winter,Train Spring,Train Summer,Train Fall,Train R2,Test Winter,Test Spring,Test Summer,Test Fall,Test R2,Layers,First_neuron,FB
0,DENVER,TMIN,36,0,0,1,196611,201812,0.7537784627350231,0.63318491439647,0.5997366561267753,0.6696730823593704,0.9702233663196865,1.0147654934057915,1.0832629701886167,1.2781449812996988,1.132966196983151,0.9231747394041968,8,50,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.7941959239598219,0.7288588661842517,0.7541374245552408,0.7963884335920977,0.9617055370570984,0.8970816563460463,1.3006664361013776,1.5736033758467538,1.4619031017343633,0.9036582762940208,10,50,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6392436526462889,0.8356055708807734,0.7847561387762333,0.7206278396994463,0.9674284799608147,0.7534019707379436,1.1974091022391045,1.5301929865271793,1.21793741246751,0.9272539925439979,1,75,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.604181317065793,0.5340143314822244,0.6656932414207705,0.6001302714851526,0.9745971278827903,0.8163326663525354,1.2145554346806844,1.2553134456221786,1.170974392290337,0.9305792199612161,2,75,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6345029987180671,0.5639159318808764,0.994742492884693,0.7557187716862973,0.9678878865432967,0.7914480473377056,1.128838549579517,1.632932862112032,1.2177424892258075,0.9239618827460586,4,75,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.7900566019000776,0.578620873680369,0.6527341164215059,0.7148685411713619,0.9660679301844415,0.7784836023135205,1.2153076707386772,1.2444251500813153,1.3439967827503185,0.925817330905873,6,75,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.636869076776201,0.537644340042013,1.009264181682962,0.6089032444416251,0.9690995948659216,0.7716369074065081,1.2597875050970615,1.917050708140735,1.4110961073064796,0.9068573161532045,8,75,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6487888640421965,0.4762932545501064,0.8140833387949445,0.8170656630303307,0.968190554897185,0.7675350965013997,1.2850744680943607,1.6324810911141119,1.329970411740417,0.9112284155233831,10,75,2
0,DENVER,TMIN,36,0,0,1,196611,201812,1.0008617880768038,0.907022509254209,1.0102641565779045,0.8321749276029212,0.946322493300927,1.3687734932366908,2.0283321577454836,1.8744528005476504,1.7298097648439796,0.8325171138917042,1,100,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6056293456541152,0.5236468719222627,0.7177195107405178,0.5672544953679491,0.9731924566322254,0.8081708839633334,1.191189176671613,1.2410515853593687,1.1297728557355065,0.9301235860319998,2,100,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6033141782356827,0.6129187587540222,0.7807970622133813,0.7316677672226746,0.9700078076275671,0.7969743283780616,1.3167627056920155,1.400411419507314,1.2009301836527115,0.9213494218054077,4,100,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6602652522844545,0.6060288928858032,2.0949907208425502,1.0778813898550148,0.941048832670297,0.9073523137630412,1.0588721728986437,2.2329146134762756,1.3281254977908665,0.9035765249918695,6,100,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6155131932163931,0.4421951337606835,0.5592806719254751,0.5437563597079228,0.9759831929309182,0.8223137517505621,1.2143111565322535,1.3954472571836292,1.2305466884118121,0.9251054671392646,8,100,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6114139471180904,0.5354347558290825,0.7333439705163128,0.6675628964160937,0.9734465378237761,0.7648549698332513,1.0887560472389728,1.4087354627391895,1.2103933985377655,0.9244314897041103,10,100,2
0,DENVER,TMIN,36,0,0,1,196611,201812,1.0534032674945841,0.6831957930564384,0.6060494312662706,0.8007909707884936,0.9557341547745697,1.2178618699660746,1.1286278756261345,1.2508759127533746,1.3768860843155017,0.9045744808259466,1,150,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.9230405672180778,0.7224809164513498,0.6557850009312765,0.6914317128766646,0.961309476060591,1.1128062699127108,1.527479726989858,1.4973898922850797,1.2334973606002848,0.8947900735724018,2,150,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.7764585308779037,0.5970572387020044,0.726818069932766,0.7409017867672191,0.9650144418276099,0.800820110902873,1.306107082034129,1.3291307363651839,1.1612538297241803,0.9228665673787714,4,150,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6320397813699056,0.6727321548684558,0.8756699197115906,0.6813695977835249,0.9672770262022239,0.798439653248647,1.3234761523412562,1.5440536446669795,1.386223964534194,0.9119614937109632,6,150,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.6236696833823823,0.6691824520853741,0.8223112521987505,0.6600777517973281,0.9688766464577943,0.8109167740902504,1.215425135978747,1.496433017502862,1.4558204536439383,0.9128573663273638,8,150,2
0,DENVER,TMIN,36,0,0,1,196611,201812,0.8308726113732489,1.0832330644040618,0.6664894045905436,0.7023525561509544,0.956344361267786,0.7777001977344636,1.6337771561743966,1.3194680517678323,1.2908854465020263,0.914544727375997,10,150,2
